id,minute,result,X,Y,xG,player_id,situation,shotType,lastAction
407069,57,SavedShot,0.811999969,0.327999992,0.026558595,688,OpenPlay,LeftFoot,Pass
422330,86,SavedShot,0.730999985,0.405999985,0.047940075,8706,DirectFreekick,RightFoot,Standard
378854,70,BlockedShot,0.831999969,0.655,0.042648565,522,OpenPlay,RightFoot,Pass
392199,72,MissedShots,0.871999969,0.490999985,0.231414124,643,SetPiece,Head,Chipped
423328,45,MissedShots,0.905,0.430999985,0.026763139,606,OpenPlay,Head,Aerial
392204,85,MissedShots,0.856999969,0.267999992,0.029973837,3600,OpenPlay,RightFoot,None
392191,40,BlockedShot,0.799000015,0.31,0.020493977,5549,OpenPlay,RightFoot,Pass
378855,72,BlockedShot,0.774000015,0.552000008,0.016179664,8706,FromCorner,RightFoot,HeadPass
409973,57,MissedShots,0.788000031,0.668000031,0.026806036,7153,OpenPlay,LeftFoot,Pass
404289,46,Goal,0.919000015,0.364000015,0.335040122,1652,OpenPlay,RightFoot,Chipped
388450,51,MissedShots,0.915,0.46,0.030831657,532,FromCorner,Head,Aerial
393806,31,SavedShot,0.924000015,0.569000015,0.026104983,757,FromCorner,Head,Aerial
423327,34,Goal,0.916999969,0.487999992,0.375550866,5656,OpenPlay,RightFoot,Cross
376521,45,SavedShot,0.883000031,0.645999985,0.072106555,790,OpenPlay,RightFoot,Pass
392189,35,BlockedShot,0.794000015,0.643000031,0.035972197,7187,OpenPlay,LeftFoot,Chipped
422315,61,SavedShot,0.861999969,0.831999969,0.048482984,5612,DirectFreekick,RightFoot,Standard
396461,83,BlockedShot,0.868000031,0.54,0.128317118,775,OpenPlay,LeftFoot,Pass
392187,30,BlockedShot,0.734000015,0.622999992,0.046588965,8706,DirectFreekick,RightFoot,Standard
404279,11,BlockedShot,0.841999969,0.570999985,0.023643229,712,SetPiece,RightFoot,Aerial
386013,51,BlockedShot,0.85,0.6,0.09921746,672,OpenPlay,RightFoot,Pass
422298,18,SavedShot,0.923000031,0.720999985,0.03995258,757,OpenPlay,LeftFoot,BallRecovery
408207,17,BlockedShot,0.726999969,0.512999992,0.016564758,6817,OpenPlay,LeftFoot,BallTouch
414062,62,Goal,0.949000015,0.46,0.602166533,606,OpenPlay,Head,Aerial
409966,31,BlockedShot,0.919000015,0.703000031,0.047418911,8905,OpenPlay,LeftFoot,HeadPass
414057,42,MissedShots,0.860999985,0.308999996,0.075400241,6456,OpenPlay,RightFoot,Chipped
404285,31,BlockedShot,0.765,0.288999996,0.029239144,844,OpenPlay,RightFoot,Pass
401164,58,SavedShot,0.946999969,0.494000015,0.634402096,531,OpenPlay,RightFoot,Pass
418485,14,SavedShot,0.730999985,0.604000015,0.00994053,606,OpenPlay,RightFoot,TakeOn
404295,68,MissedShots,0.811999969,0.434000015,0.069582812,844,OpenPlay,RightFoot,Pass
376525,73,MissedShots,0.785999985,0.77,0.043417927,843,DirectFreekick,RightFoot,Standard
395833,57,BlockedShot,0.915999985,0.710999985,0.040218607,6681,SetPiece,RightFoot,None
393811,51,Goal,0.799000015,0.425,0.049920615,605,OpenPlay,RightFoot,Pass
395840,92,MissedShots,0.876999969,0.527999992,0.044388887,6681,OpenPlay,Head,Cross
408213,58,MissedShots,0.843000031,0.422999992,0.056203954,775,SetPiece,LeftFoot,None
392186,27,MissedShots,0.706999969,0.663000031,0.033680122,647,DirectFreekick,RightFoot,Standard
418492,56,Goal,0.905999985,0.605999985,0.109875992,619,OpenPlay,RightFoot,Pass
376519,31,SavedShot,0.97,0.324000015,0.022525609,986,OpenPlay,Head,None
376518,12,Goal,0.92,0.560999985,0.502470613,522,OpenPlay,RightFoot,Cross
401699,54,MissedShots,0.781999969,0.627000008,0.027185349,522,OpenPlay,RightFoot,Pass
422312,53,BlockedShot,0.738000031,0.465999985,0.019511217,8706,OpenPlay,RightFoot,Pass
376529,94,MissedShots,0.906999969,0.639000015,0.417163998,522,OpenPlay,RightFoot,TakeOn
382532,48,SavedShot,0.92,0.522000008,0.107339263,3621,OpenPlay,RightFoot,Cross
404296,69,MissedShots,0.854000015,0.37,0.015103503,1663,OpenPlay,Head,Cross
404288,41,BlockedShot,0.718000031,0.605999985,0.01335339,730,FromCorner,LeftFoot,None
418504,81,MissedShots,0.735999985,0.605,0.049425192,618,DirectFreekick,RightFoot,Standard
386022,83,MissedShots,0.719000015,0.452000008,0.04499229,8026,DirectFreekick,LeftFoot,Standard
418486,16,MissedShots,0.906999969,0.51,0.187763184,618,OpenPlay,RightFoot,TakeOn
386016,64,SavedShot,0.729000015,0.59,0.036998868,8722,OpenPlay,LeftFoot,Pass
423321,6,MissedShots,0.905999985,0.547999992,0.02437287,699,FromCorner,Head,Aerial
393809,43,Goal,0.913000031,0.527999992,0.567650199,482,OpenPlay,RightFoot,Chipped
422319,68,BlockedShot,0.890999985,0.3,0.052441835,522,OpenPlay,RightFoot,Pass
388448,42,SavedShot,0.844000015,0.56,0.071634643,87,OpenPlay,LeftFoot,BallRecovery
386004,1,SavedShot,0.864000015,0.163999996,0.019906851,775,OpenPlay,LeftFoot,Pass
382533,53,MissedShots,0.793000031,0.352000008,0.026273165,7698,OpenPlay,LeftFoot,Pass
376526,74,SavedShot,0.899000015,0.41,0.044727862,672,SetPiece,Head,Cross
386019,69,Goal,0.866999969,0.442999992,0.366318107,672,OpenPlay,RightFoot,Pass
422321,73,MissedShots,0.850999985,0.829000015,0.046992905,5612,DirectFreekick,RightFoot,Standard
408212,58,BlockedShot,0.760999985,0.515999985,0.074189514,5549,DirectFreekick,RightFoot,Standard
422329,83,Goal,0.975999985,0.507000008,0.964612484,8214,OpenPlay,OtherBodyPart,Rebound
423332,74,BlockedShot,0.860999985,0.522000008,0.101508804,522,OpenPlay,LeftFoot,Pass
423324,22,SavedShot,0.906999969,0.547999992,0.062050257,530,FromCorner,Head,Cross
378845,29,BlockedShot,0.701999969,0.442999992,0.012277676,589,FromCorner,RightFoot,Aerial
418495,63,MissedShots,0.904000015,0.520999985,0.024062831,2496,FromCorner,Head,Aerial
392179,13,SavedShot,0.795999985,0.645,0.023382803,522,OpenPlay,RightFoot,Pass
418483,9,MissedShots,0.926999969,0.560999985,0.059506238,606,OpenPlay,Head,Aerial
388460,78,SavedShot,0.803000031,0.494000015,0.041548587,461,SetPiece,LeftFoot,Pass
404277,9,Goal,0.969000015,0.512000008,0.55835408,844,FromCorner,Head,Cross
401711,86,BlockedShot,0.753000031,0.271000004,0.040125906,775,DirectFreekick,LeftFoot,Standard
401161,38,ShotOnPost,0.949000015,0.467999992,0.16047807,531,OpenPlay,RightFoot,Rebound
404287,41,BlockedShot,0.855999985,0.640999985,0.053074017,672,OpenPlay,RightFoot,Tackle
423323,20,BlockedShot,0.728000031,0.345,0.013345806,2328,OpenPlay,RightFoot,Pass
401166,63,BlockedShot,0.840999985,0.542000008,0.240669116,531,OpenPlay,RightFoot,TakeOn
388462,82,BlockedShot,0.760999985,0.51,0.02159054,7078,SetPiece,RightFoot,Dispossessed
418490,37,MissedShots,0.895,0.364000015,0.098887995,619,OpenPlay,RightFoot,TakeOn
386017,65,SavedShot,0.819000015,0.492999992,0.022440355,8720,FromCorner,LeftFoot,HeadPass
404298,91,BlockedShot,0.835,0.622999992,0.036036681,775,FromCorner,LeftFoot,TakeOn
422299,19,BlockedShot,0.86,0.389000015,0.055985339,775,OpenPlay,LeftFoot,BallTouch
418498,69,BlockedShot,0.93,0.349000015,0.079057954,5543,OpenPlay,RightFoot,Pass
386023,87,MissedShots,0.868000031,0.67,0.056661136,730,OpenPlay,LeftFoot,None
422306,38,BlockedShot,0.871999969,0.387999992,0.085729361,695,OpenPlay,LeftFoot,None
418493,58,Goal,0.813000031,0.467999992,0.065881528,6441,OpenPlay,LeftFoot,None
423330,64,MissedShots,0.788000031,0.238999996,0.013680641,775,OpenPlay,LeftFoot,Pass
422313,58,SavedShot,0.925999985,0.454000015,0.050579026,606,FromCorner,Head,None
376517,3,SavedShot,0.916999969,0.472000008,0.089466423,1735,FromCorner,Head,Cross
388441,1,MissedShots,0.905,0.559000015,0.044976253,87,OpenPlay,Head,Aerial
388456,66,MissedShots,0.901999969,0.57,0.070723981,468,OpenPlay,Head,Cross
423325,29,MissedShots,0.913000031,0.467000008,0.050269514,606,SetPiece,Head,Aerial
378850,51,MissedShots,0.794000015,0.562999992,0.016749242,8706,FromCorner,RightFoot,Aerial
386006,7,MissedShots,0.915,0.445999985,0.070766352,8816,FromCorner,Head,Cross
388466,92,SavedShot,0.755999985,0.585,0.06392166,769,DirectFreekick,RightFoot,Standard
393817,80,Goal,0.933000031,0.525,0.33263731,1250,FromCorner,Head,Rebound
422304,33,Goal,0.921999969,0.57,0.392751217,5612,OpenPlay,RightFoot,HeadPass
422309,41,BlockedShot,0.859000015,0.487000008,0.052767299,522,FromCorner,RightFoot,Pass
422311,47,MissedShots,0.699000015,0.439000015,0.014159875,5612,OpenPlay,RightFoot,HeadPass
392182,18,BlockedShot,0.774000015,0.629000015,0.022985797,7187,OpenPlay,RightFoot,None
407060,4,BlockedShot,0.815,0.46,0.050579529,5549,OpenPlay,RightFoot,None
408215,77,MissedShots,0.889000015,0.537999992,0.065432213,5595,OpenPlay,Head,Cross
382536,66,MissedShots,0.878000031,0.524000015,0.044719379,6048,SetPiece,Head,Chipped
376528,86,MissedShots,0.715,0.59,0.041134745,843,DirectFreekick,RightFoot,Standard
395836,82,Goal,0.815999985,0.445999985,0.047218997,6681,OpenPlay,LeftFoot,BallRecovery
408205,13,BlockedShot,0.819000015,0.524000015,0.059426486,775,OpenPlay,LeftFoot,BallRecovery
401168,68,MissedShots,0.863000031,0.412000008,0.100511223,8965,OpenPlay,RightFoot,Cross
396453,44,BlockedShot,0.94,0.427000008,0.101970203,7704,OpenPlay,RightFoot,HeadPass
409964,16,BlockedShot,0.763000031,0.632999992,0.01381226,1750,SetPiece,RightFoot,None
407064,45,MissedShots,0.705,0.155,0.008896117,5587,OpenPlay,RightFoot,Dispossessed
401700,55,SavedShot,0.888000031,0.445,0.081663698,2361,OpenPlay,RightFoot,Cross
414052,26,BlockedShot,0.924000015,0.500999985,0.052258104,935,FromCorner,Head,Aerial
404294,62,MissedShots,0.745999985,0.700999985,0.019659463,844,OpenPlay,RightFoot,Pass
422292,6,MissedShots,0.92,0.537000008,0.057230778,606,OpenPlay,Head,Aerial
407071,67,SavedShot,0.935,0.520999985,0.088247694,5587,OpenPlay,Head,Aerial
376527,79,MissedShots,0.91,0.45,0.066326216,633,FromCorner,Head,Cross
382540,78,BlockedShot,0.823000031,0.5,0.05031066,3621,OpenPlay,LeftFoot,None
386007,11,Goal,0.910999985,0.465999985,0.150521919,512,FromCorner,Head,Aerial
407065,50,SavedShot,0.916999969,0.542000008,0.051880013,5590,SetPiece,Head,Aerial
408201,7,BlockedShot,0.759000015,0.517000008,0.019168431,775,OpenPlay,LeftFoot,HeadPass
382527,11,MissedShots,0.881999969,0.685,0.019404987,5609,FromCorner,LeftFoot,Aerial
392203,83,BlockedShot,0.743000031,0.67,0.044822171,647,DirectFreekick,RightFoot,Standard
418506,87,SavedShot,0.976999969,0.33,0.096205562,619,OpenPlay,RightFoot,Pass
422294,12,BlockedShot,0.796999969,0.265,0.019493882,695,OpenPlay,LeftFoot,Pass
388452,55,BlockedShot,0.735,0.637000008,0.045510989,769,DirectFreekick,RightFoot,Standard
423333,82,SavedShot,0.959000015,0.475999985,0.110448495,672,FromCorner,Head,HeadPass
392197,68,MissedShots,0.933000031,0.427999992,0.460000277,757,SetPiece,RightFoot,Aerial
404274,4,Goal,0.888000031,0.455,0.410704702,1663,OpenPlay,LeftFoot,None
382534,54,BlockedShot,0.916999969,0.505,0.093225926,3621,OpenPlay,LeftFoot,None
388454,63,MissedShots,0.806999969,0.675,0.020163201,8706,FromCorner,RightFoot,None
401158,35,MissedShots,0.705,0.577000008,0.016027367,3585,OpenPlay,RightFoot,Pass
392178,8,MissedShots,0.949000015,0.350999985,0.115752004,453,OpenPlay,RightFoot,Throughball
418502,77,BlockedShot,0.906999969,0.59,0.125572562,618,OpenPlay,LeftFoot,Cross
409970,48,BlockedShot,0.909000015,0.382000008,0.053929318,9040,OpenPlay,RightFoot,HeadPass
388464,87,Goal,0.91,0.452999992,0.445621431,468,OpenPlay,LeftFoot,Pass
423322,15,BlockedShot,0.781999969,0.688000031,0.021011479,318,OpenPlay,RightFoot,Pass
382538,69,BlockedShot,0.905999985,0.643000031,0.07249096,5609,OpenPlay,RightFoot,Pass
386021,81,SavedShot,0.960999985,0.645999985,0.38243106,730,OpenPlay,RightFoot,Pass
422322,75,Goal,0.905,0.675999985,0.050966013,522,OpenPlay,RightFoot,Pass
396458,75,BlockedShot,0.708000031,0.442999992,0.01811154,672,OpenPlay,RightFoot,Pass
382526,6,BlockedShot,0.884000015,0.419000015,0.069028318,8226,OpenPlay,RightFoot,Chipped
386010,30,BlockedShot,0.879000015,0.678000031,0.070980825,522,OpenPlay,RightFoot,Pass
401156,26,ShotOnPost,0.805999985,0.450999985,0.061638817,531,OpenPlay,RightFoot,BallRecovery
388446,28,SavedShot,0.878000031,0.645999985,0.05992011,757,OpenPlay,LeftFoot,None
393814,62,MissedShots,0.86,0.648000031,0.05624884,730,OpenPlay,LeftFoot,BallRecovery
395832,48,MissedShots,0.845,0.559000015,0.089334182,522,OpenPlay,LeftFoot,Pass
404297,76,MissedShots,0.953000031,0.352999992,0.042867355,775,OpenPlay,RightFoot,Cross
388447,40,SavedShot,0.758000031,0.635999985,0.021654271,7691,OpenPlay,RightFoot,Pass
393803,27,SavedShot,0.925,0.542000008,0.351011425,672,SetPiece,Head,Cross
386012,50,MissedShots,0.94,0.507000008,0.126629323,8717,FromCorner,Head,Cross
392198,70,BlockedShot,0.744000015,0.510999985,0.019752312,5549,OpenPlay,LeftFoot,None
378843,21,BlockedShot,0.713000031,0.656999969,0.017075395,1823,OpenPlay,LeftFoot,Pass
414053,29,Goal,0.935999985,0.494000015,0.431541473,935,SetPiece,Head,Aerial
422324,77,SavedShot,0.749000015,0.532999992,0.018594012,7723,OpenPlay,LeftFoot,Pass
382530,25,SavedShot,0.748000031,0.635,0.018893089,3621,OpenPlay,RightFoot,Pass
418484,13,MissedShots,0.835999985,0.770999985,0.023268044,618,OpenPlay,RightFoot,Pass
388445,24,SavedShot,0.748000031,0.664000015,0.014147838,8706,OpenPlay,RightFoot,LayOff
407078,91,MissedShots,0.871999969,0.457999992,0.0764025,5587,OpenPlay,RightFoot,Cross
409972,57,BlockedShot,0.835,0.445,0.02044508,1737,OpenPlay,RightFoot,Aerial
404293,61,MissedShots,0.804000015,0.612000008,0.044719286,669,OpenPlay,RightFoot,Pass
404292,60,SavedShot,0.765,0.614000015,0.021843016,4422,OpenPlay,LeftFoot,None
409962,13,MissedShots,0.819000015,0.522000008,0.053991619,672,OpenPlay,LeftFoot,None
418489,35,BlockedShot,0.865999985,0.364000015,0.058939401,619,OpenPlay,RightFoot,None
423326,31,SavedShot,0.773000031,0.375999985,0.015062205,757,OpenPlay,LeftFoot,HeadPass
382537,68,BlockedShot,0.794000015,0.325,0.014385635,5609,FromCorner,RightFoot,Aerial
386008,21,Goal,0.774000015,0.635,0.068154968,8706,DirectFreekick,RightFoot,Standard
382541,83,MissedShots,0.804000015,0.312000008,0.021460801,5609,OpenPlay,RightFoot,Pass
386014,51,MissedShots,0.778000031,0.671999969,0.021294063,8706,OpenPlay,RightFoot,Pass
423320,5,BlockedShot,0.934000015,0.658000031,0.083347782,522,OpenPlay,LeftFoot,Pass
378842,17,BlockedShot,0.869000015,0.587000008,0.082612798,522,OpenPlay,LeftFoot,Pass
414055,33,BlockedShot,0.860999985,0.678000031,0.030244915,782,FromCorner,LeftFoot,BallTouch
407077,90,MissedShots,0.853000031,0.532000008,0.023357211,5590,SetPiece,Head,Cross
392190,39,BlockedShot,0.815,0.327999992,0.089466944,730,DirectFreekick,LeftFoot,Standard
407073,69,MissedShots,0.755,0.357999992,0.018273734,688,OpenPlay,RightFoot,LayOff
418494,61,ShotOnPost,0.931999969,0.685999985,0.086965442,618,OpenPlay,LeftFoot,Pass
418507,88,BlockedShot,0.840999985,0.607999992,0.04188728,618,FromCorner,RightFoot,None
388449,43,MissedShots,0.883000031,0.475,0.035615835,757,OpenPlay,Head,Aerial
388451,53,MissedShots,0.88,0.395,0.08160983,672,OpenPlay,RightFoot,Dispossessed
392205,85,SavedShot,0.921999969,0.465999985,0.381339341,647,OpenPlay,Head,Rebound
407063,45,BlockedShot,0.853000031,0.557000008,0.019834645,699,SetPiece,Head,Cross
382539,69,MissedShots,0.783000031,0.437000008,0.012112164,5609,FromCorner,LeftFoot,HeadPass
396462,86,MissedShots,0.725999985,0.676999969,0.007412876,7709,OpenPlay,LeftFoot,None
404291,51,MissedShots,0.736999969,0.397999992,0.023348086,1652,OpenPlay,RightFoot,Pass
422328,83,BlockedShot,0.875999985,0.44,0.08139284,8706,OpenPlay,RightFoot,None
401702,63,MissedShots,0.923000031,0.562999992,0.028679665,2361,FromCorner,Head,Aerial
418482,9,BlockedShot,0.913000031,0.38,0.066726796,6441,OpenPlay,RightFoot,Cross
401163,54,BlockedShot,0.796999969,0.430999985,0.051052749,1776,OpenPlay,LeftFoot,Pass
382544,92,BlockedShot,0.924000015,0.505999985,0.052393846,6048,FromCorner,Head,Aerial
409963,14,MissedShots,0.749000015,0.592000008,0.019604106,9040,OpenPlay,RightFoot,Pass
422305,36,SavedShot,0.791999969,0.715,0.021693654,522,OpenPlay,RightFoot,Pass
422297,16,Goal,0.76,0.354000015,0.016491259,7723,OpenPlay,LeftFoot,None
418505,82,MissedShots,0.839000015,0.547999992,0.083578914,618,OpenPlay,RightFoot,Pass
422302,31,BlockedShot,0.758000031,0.654000015,0.015726019,522,OpenPlay,RightFoot,TakeOn
378846,39,Goal,0.885,0.5,0.761168838,6026,Penalty,RightFoot,Standard
388942,0,MissedShots,0.856999969,0.36,0.06439358,8026,OpenPlay,LeftFoot,Pass
405231,76,Goal,0.825,0.52,0.101630941,3635,OpenPlay,LeftFoot,LayOff
410130,63,BlockedShot,0.893000031,0.417999992,0.027228527,5555,FromCorner,Head,Cross
422782,63,MissedShots,0.91,0.432999992,0.032005567,7703,SetPiece,Head,Aerial
415052,21,SavedShot,0.84,0.630999985,0.054997504,6026,OpenPlay,RightFoot,Pass
415064,48,MissedShots,0.928000031,0.575999985,0.069337159,6026,FromCorner,Head,Cross
388972,63,MissedShots,0.863000031,0.387999992,0.057428099,8026,OpenPlay,LeftFoot,Rebound
422784,70,SavedShot,0.860999985,0.530999985,0.011459065,1653,FromCorner,Head,Aerial
415065,51,SavedShot,0.968000031,0.671999969,0.079087682,453,OpenPlay,RightFoot,TakeOn
415062,41,SavedShot,0.918000031,0.420999985,0.018785479,6026,FromCorner,Head,Aerial
413428,88,MissedShots,0.876999969,0.449000015,0.013101366,1653,FromCorner,Head,Aerial
422768,10,BlockedShot,0.773000031,0.339000015,0.022553375,5555,OpenPlay,RightFoot,Pass
407655,57,BlockedShot,0.905999985,0.465999985,0.085643597,7689,SetPiece,LeftFoot,None
401486,80,BlockedShot,0.755,0.684000015,0.016578775,2383,OpenPlay,RightFoot,Pass
413415,49,MissedShots,0.884000015,0.710999985,0.043607969,730,OpenPlay,RightFoot,Pass
422788,76,BlockedShot,0.9,0.394000015,0.021460308,7703,FromCorner,Head,Cross
413424,80,SavedShot,0.901999969,0.557000008,0.138974473,6026,OpenPlay,LeftFoot,Pass
391797,25,SavedShot,0.820999985,0.688000031,0.015398193,8067,FromCorner,RightFoot,Aerial
407658,65,BlockedShot,0.9,0.479000015,0.038588356,6026,SetPiece,Head,CornerAwarded
423317,78,BlockedShot,0.925999985,0.557000008,0.039919186,8778,FromCorner,Head,FormationChange
388953,27,SavedShot,0.921999969,0.587000008,0.067212418,8026,OpenPlay,Head,Cross
377347,53,Goal,0.975999985,0.524000015,0.898515761,1653,SetPiece,LeftFoot,Rebound
413414,43,MissedShots,0.898000031,0.484000015,0.179895371,6026,SetPiece,Head,Cross
405232,92,MissedShots,0.848000031,0.500999985,0.085762605,750,OpenPlay,LeftFoot,None
377336,14,BlockedShot,0.963000031,0.555,0.103323348,5555,OpenPlay,RightFoot,None
394163,53,BlockedShot,0.881999969,0.344000015,0.045939706,1676,FromCorner,RightFoot,None
380610,69,Goal,0.931999969,0.442000008,0.562911689,2249,OpenPlay,RightFoot,Pass
394155,29,BlockedShot,0.791999969,0.342000008,0.051482957,500,OpenPlay,RightFoot,TakeOn
388976,78,Goal,0.736999969,0.550999985,0.019618742,8026,OpenPlay,LeftFoot,Pass
405221,35,MissedShots,0.909000015,0.557000008,0.059181307,6055,OpenPlay,Head,Chipped
423309,43,MissedShots,0.711999969,0.502999992,0.019478889,3422,OpenPlay,RightFoot,Pass
394153,21,OwnGoal,0.093999996,0.485,0,1749,OpenPlay,LeftFoot,None
381679,16,SavedShot,0.815,0.497000008,0.046817157,5555,OpenPlay,LeftFoot,Chipped
377343,30,Goal,0.984000015,0.510999985,0.938934684,5555,OpenPlay,RightFoot,None
394168,81,MissedShots,0.923000031,0.457999992,0.094209366,985,FromCorner,Head,Cross
401318,15,BlockedShot,0.925999985,0.442999992,0.056281209,6026,OpenPlay,Head,Aerial
401472,19,BlockedShot,0.776999969,0.537000008,0.028875167,6062,OpenPlay,RightFoot,Pass
381688,39,MissedShots,0.878000031,0.475999985,0.116800636,5555,OpenPlay,RightFoot,Pass
422776,36,BlockedShot,0.85,0.502999992,0.066612311,2249,OpenPlay,LeftFoot,Chipped
405224,39,SavedShot,0.870999985,0.690999985,0.045334712,6055,OpenPlay,LeftFoot,None
405227,52,SavedShot,0.843000031,0.554000015,0.085484654,714,OpenPlay,LeftFoot,Pass
404950,40,MissedShots,0.744000015,0.773000031,0.00855728,5556,OpenPlay,RightFoot,Chipped
394157,40,BlockedShot,0.805,0.467999992,0.136716306,714,DirectFreekick,RightFoot,Standard
423312,50,BlockedShot,0.818000031,0.643000031,0.026025223,714,FromCorner,LeftFoot,None
381702,80,Goal,0.93,0.457999992,0.342386186,5555,OpenPlay,Head,Cross
394154,24,MissedShots,0.86,0.654000015,0.044754159,6482,OpenPlay,RightFoot,Pass
391792,1,BlockedShot,0.87,0.392000008,0.094540015,8067,OpenPlay,RightFoot,Pass
385781,5,MissedShots,0.904000015,0.54,0.043573804,5555,OpenPlay,Head,Aerial
407651,17,MissedShots,0.800999985,0.217999992,0.013799551,790,FromCorner,RightFoot,None
423304,31,SavedShot,0.856999969,0.445,0.027124014,900,FromCorner,RightFoot,Aerial
377342,28,MissedShots,0.930999985,0.539000015,0.110456005,1653,FromCorner,Head,Cross
396236,91,MissedShots,0.971999969,0.670999985,0.0771657,535,OpenPlay,LeftFoot,BallTouch
381695,52,BlockedShot,0.719000015,0.330999985,0.013977247,1726,OpenPlay,RightFoot,Pass
401330,74,SavedShot,0.911999969,0.695999985,0.053231418,770,OpenPlay,RightFoot,Pass
381680,18,SavedShot,0.935999985,0.278999996,0.039619718,5555,OpenPlay,RightFoot,Pass
385791,31,Goal,0.845999985,0.735999985,0.028726324,1228,OpenPlay,RightFoot,Pass
380607,57,MissedShots,0.723000031,0.295,0.021773621,5555,OpenPlay,RightFoot,Pass
396228,63,MissedShots,0.893000031,0.514000015,0.269848228,2335,OpenPlay,Head,Cross
405230,62,Goal,0.816999969,0.35,0.035806902,750,OpenPlay,LeftFoot,Pass
394167,80,BlockedShot,0.780999985,0.342999992,0.017575227,500,FromCorner,RightFoot,None
413403,16,MissedShots,0.726999969,0.479000015,0.011370626,730,SetPiece,LeftFoot,None
381699,71,Goal,0.863000031,0.425,0.070694253,1250,OpenPlay,LeftFoot,None
415058,36,SavedShot,0.78,0.690999985,0.023486417,2249,OpenPlay,LeftFoot,Pass
405223,36,Goal,0.983000031,0.482000008,0.959258258,6026,OpenPlay,RightFoot,Rebound
381689,41,BlockedShot,0.806999969,0.296000004,0.025261411,1250,OpenPlay,LeftFoot,LayOff
381683,24,SavedShot,0.771999969,0.525,0.085099593,1791,DirectFreekick,RightFoot,Standard
410134,78,MissedShots,0.714000015,0.5,0.043618705,789,DirectFreekick,LeftFoot,Standard
415069,61,Goal,0.859000015,0.467999992,0.071859933,714,OpenPlay,LeftFoot,Cross
404954,58,MissedShots,0.853000031,0.454000015,0.103568546,5556,OpenPlay,RightFoot,Pass
415056,33,BlockedShot,0.795,0.651999969,0.080010682,714,DirectFreekick,RightFoot,Standard
401335,81,MissedShots,0.795,0.385999985,0.022765139,2249,FromCorner,LeftFoot,None
388970,60,MissedShots,0.97,0.562999992,0.068670332,5555,FromCorner,Head,Aerial
385790,30,SavedShot,0.683000031,0.572000008,0.031875208,1228,DirectFreekick,RightFoot,Standard
415054,26,Goal,0.913000031,0.47,0.490086615,647,OpenPlay,LeftFoot,None
418784,27,MissedShots,0.745,0.255,0.035831392,592,DirectFreekick,RightFoot,Standard
401316,11,BlockedShot,0.775,0.397999992,0.021755911,6681,OpenPlay,RightFoot,Pass
404958,88,SavedShot,0.866999969,0.442000008,0.027529992,1653,OpenPlay,OtherBodyPart,Cross
380600,31,MissedShots,0.759000015,0.400999985,0.028292827,2249,OpenPlay,LeftFoot,Pass
423302,28,BlockedShot,0.774000015,0.432999992,0.027602965,585,OpenPlay,RightFoot,Pass
415060,37,SavedShot,0.894000015,0.452000008,0.405403346,2249,OpenPlay,LeftFoot,Pass
405220,31,Goal,0.855,0.569000015,0.058398474,6055,FromCorner,RightFoot,None
423313,53,MissedShots,0.9,0.512999992,0.021635804,6521,FromCorner,Head,Aerial
391805,52,MissedShots,0.924000015,0.550999985,0.090595551,6521,FromCorner,Head,Cross
415079,92,MissedShots,0.831999969,0.620999985,0.058164891,2249,OpenPlay,LeftFoot,Pass
422792,91,MissedShots,0.906999969,0.505999985,0.028626012,7689,FromCorner,Head,Aerial
391810,86,BlockedShot,0.944000015,0.637000008,0.016882772,1653,FromCorner,Head,Cross
391803,51,BlockedShot,0.779000015,0.400999985,0.027678713,5220,OpenPlay,LeftFoot,Pass
407650,8,Goal,0.958000031,0.394000015,0.684540093,6026,OpenPlay,RightFoot,TakeOn
377331,2,MissedShots,0.958000031,0.557999992,0.391335577,5555,FromCorner,Head,Cross
381706,86,MissedShots,0.805,0.778000031,0.047564454,1791,DirectFreekick,RightFoot,Standard
410122,35,BlockedShot,0.825999985,0.525999985,0.066254824,6756,OpenPlay,LeftFoot,Pass
381687,38,SavedShot,0.875,0.38,0.091250978,1250,OpenPlay,RightFoot,Pass
396226,61,SavedShot,0.784000015,0.68,0.01681249,2335,FromCorner,LeftFoot,None
405225,46,BlockedShot,0.860999985,0.327999992,0.053384334,750,OpenPlay,LeftFoot,Pass
381674,2,Goal,0.919000015,0.535999985,0.500745058,838,OpenPlay,RightFoot,Pass
413406,20,MissedShots,0.953000031,0.534000015,0.127282858,6026,OpenPlay,Head,Aerial
404943,9,BlockedShot,0.953000031,0.48,0.129599527,725,FromCorner,LeftFoot,None
401471,15,MissedShots,0.933000031,0.545999985,0.406251013,6521,SetPiece,Head,None
401322,47,SavedShot,0.76,0.357000008,0.020936416,753,OpenPlay,RightFoot,Rebound
381696,58,ShotOnPost,0.956999969,0.547999992,0.5023399,6026,OpenPlay,Head,Cross
381697,64,SavedShot,0.715,0.504000015,0.019357923,2249,OpenPlay,LeftFoot,Pass
396230,65,BlockedShot,0.685,0.63,0.009314061,2383,OpenPlay,RightFoot,None
380595,1,SavedShot,0.824000015,0.539000015,0.067184433,5555,OpenPlay,RightFoot,Pass
418792,41,MissedShots,0.726999969,0.512000008,0.014734302,585,OpenPlay,RightFoot,Pass
388965,48,MissedShots,0.840999985,0.445999985,0.08121264,4381,OpenPlay,RightFoot,Pass
